data/nums/num_0_folder/num_0(0).png,0
data/nums/num_0_folder/num_0(1).png,0
data/nums/num_0_folder/num_0(2).png,0
data/nums/num_0_folder/num_0(3).png,0
data/nums/num_0_folder/num_0(4).png,0
data/nums/num_0_folder/num_0(5).png,0
data/nums/num_0_folder/num_0(6).png,0
data/nums/num_0_folder/num_0(7).png,0
data/nums/num_0_folder/num_0(8).png,0
data/nums/num_0_folder/num_0(9).png,0
data/nums/num_0_folder/num_0(10).png,0
data/nums/num_0_folder/num_0(11).png,0
data/nums/num_0_folder/num_0(12).png,0
data/nums/num_0_folder/num_0(13).png,0
data/nums/num_0_folder/num_0(14).png,0
data/nums/num_0_folder/num_0(15).png,0
data/nums/num_0_folder/num_0(16).png,0
data/nums/num_0_folder/num_0(17).png,0
data/nums/num_0_folder/num_0(18).png,0
data/nums/num_0_folder/num_0(19).png,0
data/nums/num_0_folder/num_0(20).png,0
data/nums/num_0_folder/num_0(21).png,0
data/nums/num_0_folder/num_0(22).png,0
data/nums/num_0_folder/num_0(23).png,0
data/nums/num_0_folder/num_0(24).png,0
data/nums/num_0_folder/num_0(25).png,0
data/nums/num_0_folder/num_0(26).png,0
data/nums/num_0_folder/num_0(27).png,0
data/nums/num_0_folder/num_0(28).png,0
data/nums/num_0_folder/num_0(29).png,0
data/nums/num_0_folder/num_0(30).png,0
data/nums/num_0_folder/num_0(31).png,0
data/nums/num_0_folder/num_0(32).png,0
data/nums/num_0_folder/num_0(33).png,0
data/nums/num_0_folder/num_0(34).png,0
data/nums/num_0_folder/num_0(35).png,0
data/nums/num_0_folder/num_0(36).png,0
data/nums/num_0_folder/num_0(37).png,0
data/nums/num_0_folder/num_0(38).png,0
data/nums/num_0_folder/num_0(39).png,0
data/nums/num_0_folder/num_0(40).png,0
data/nums/num_0_folder/num_0(41).png,0
data/nums/num_0_folder/num_0(42).png,0
data/nums/num_0_folder/num_0(43).png,0
data/nums/num_0_folder/num_0(44).png,0
data/nums/num_0_folder/num_0(45).png,0
data/nums/num_0_folder/num_0(46).png,0
data/nums/num_0_folder/num_0(47).png,0
data/nums/num_0_folder/num_0(48).png,0
data/nums/num_0_folder/num_0(49).png,0
data/nums/num_1_folder/num_1(0).png,1
data/nums/num_1_folder/num_1(1).png,1
data/nums/num_1_folder/num_1(2).png,1
data/nums/num_1_folder/num_1(3).png,1
data/nums/num_1_folder/num_1(4).png,1
